MeasureID,ImplementingAgency,AnnouncedYear,StateActTitle,CountryImposing_cleaned,D_IP_bert_3,D_OTHER_INTENTION_bert_3,D_NOT_ENOUGH_INFO_bert_3,MeasureAffectedProducts,MAST_chapterName,MeasureType,firm_specific,ImplementationLevel,same_year_published
9548,Small and Medium Enterprises General Authority,2016,Saudi Arabia: Fund to promote SMEs including their exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
9549,Government of Saudi Arabia,2015,Saudi Arabia: Conditional FDI liberalization for retail and wholesale trade,Saudi Arabia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9550,Ministry of Health,2015,Saudi Arabia: Plan to increase investment in health care and pharma,Saudi Arabia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9550,Saudi Arabian General Investment Authority,2015,Saudi Arabia: Plan to increase investment in health care and pharma,Saudi Arabia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9551,Saudi Arabian General Investment Authority,2015,Saudi Arabia: Unified Investment Plan,Saudi Arabia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9552,Government of Saudi Arabia,2016,"Saudi Arabia: Approval of National Transformation Program""Saudi Arabia's Vision 2030""",Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
9553,Saudi Export Program,2015,Saudi Arabia: SFD signs SAR 187 million cooperation agreement with Saudi British Bank,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9553,Saudi Fund for Development,2015,Saudi Arabia: SFD signs SAR 187 million cooperation agreement with Saudi British Bank,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9561,Government of Singapore,2016,Singapore: Announcement of the RIE 2020 scheme,Singapore,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9562,Government of Hong Kong,2015,Hong Kong: 2015-16 budget announced,Hong Kong,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9565,Saudi Export Program,2010,Saudi Arabia: SFD signs financing agreements to promote Saudi exports to Turkey,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9565,Saudi Fund for Development,2010,Saudi Arabia: SFD signs financing agreements to promote Saudi exports to Turkey,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9566,Saudi Export Program,2010,Saudi Arabia: SFD signs financing agreement with African ExImBank to promote Saudi exports to Africa,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9566,Saudi Fund for Development,2010,Saudi Arabia: SFD signs financing agreement with African ExImBank to promote Saudi exports to Africa,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9568,Saudi Fund for Development,2009,Saudi Arabia: SFD signs SR 100 million financing agreement with Jannat Agricultural Investment Co to promote exports to Egypt,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9569,Saudi Fund for Development,2008,Saudi Arabia: SFD signs financing agreements with two Jordanian banks to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9570,Saudi Fund for Development,2008,Saudi Arabia: SFD signs USD 10 million financing agreement to promote Saudi exports to Argentina,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9571,Ministry of Finance,2010,Singapore: PIC and NPF schemes as well as increased levies on S Pass permits announced in 2010 budget,Singapore,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9572,Ministry of Finance,2010,Singapore: PIC and NPF schemes as well as increased levies on S Pass permits announced in 2010 budget,Singapore,1,0,0,NA,Migration measures,Labour market access,Not firm specific,national,1
9573,Saudi Fund for Development,2015,Saudi Arabia: SFD signs USD 30 million financing agreement with Arab Turkish Bank to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9575,Saudi Fund for Development,2013,Saudi Arabia: SFD signs SAR 145 million cooperation agreement with the Saudi Investment Bank to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9576,Saudi Fund for Development,2013,Saudi Arabia: SFD signs SAR 337 million cooperation agreement with SAMBA financial group to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9577,Saudi Fund for Development,2013,Saudi Arabia: SFD signs financing agreements totalling USD 70 million with three Turkish banks to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9578,Saudi Fund for Development,2013,Saudi Arabia: SFD signs financing agreements totalling SAR 131 million with three foreign banks to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9579,Saudi Fund for Development,2012,Saudi Arabia: SFD signs financing agreements with seven Turkish banks to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9580,Saudi Fund for Development,2012,Saudi Arabia: SFD signs SAR 337 million cooperation agreement with Banque Saudi Fransi to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9581,Saudi Fund for Development,2012,Saudi Arabia: SFD signs financing agreements totalling USD 79 million with two companies from Mauritanian to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9583,Saudi Fund for Development,2012,Saudi Arabia: SFD signs financing agreements totalling USD 50 million with two companies from Sudan to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9585,Saudi Fund for Development,2012,Saudi Arabia: SFD signs financing agreements totalling USD 55 million with banks from Jordan and Turkey to promote Saudi exports,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9589,Saudi Fund for Development,2011,Saudi Arabia: SFD signs financing agreements totalling SAR 283.75 to support Saudi exports to Sudan,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9591,Saudi Fund for Development,2011,Saudi Arabia: SFD signs financing agreement totalling SAR 375 million to support Saudi exports for the new Dakar International Airport project,Saudi Arabia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9594,Saudi Industrial Development Fund,2011,Saudi Arabia: SIDF provides loan worth 77 million SAR for poultry plant,Saudi Arabia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
9611,Japan International Cooperation Agency,2016,Japan: JBIC signs USD USD 40 million loan agreement with Eastern and Southern African Trade and Development Bank to promote Japanese exports,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9614,Government of Russia,2016,Russian Federation: Public Procurement Preference Margin Extended to State-Owned Enterprises,Russia,1,0,0,NA,Government procurement restrictions,Public procurement preference margin,Not firm specific,national,1
9628,Česká exportní banka,2016,Czech Republic: Memorandum between Russian-Kyrgyz Fund and Czech Eximbank,Czechia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9629,KazAgroFinance,2015,"Kazakhstan: Financial leasing for farm animals, machinery and transport equipment",Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9632,Eximbank of Russia,2015,Russian Federation: Eximbank of Russia supports exports to Kazakhstan and Mongolia,Russia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9634,Government of Canada,2016,Canada: 2017 Immigration Levels Plan foresees 7% increase in economic immigrants,Canada,1,0,0,NA,Migration measures,Labour market access,Not firm specific,national,1
9639,Government of Australia,2009,"Australia:""Boosting Australian Industry Participation""policy",Australia,1,0,0,NA,Government procurement restrictions,Public procurement localisation,Not firm specific,national,1
9639,"Ministry of Industry, Science and Resources",2009,"Australia:""Boosting Australian Industry Participation""policy",Australia,1,0,0,NA,Government procurement restrictions,Public procurement localisation,Not firm specific,national,1
9644,Government of Colombia,2010,Colombia: Amendment to the Mining Code increases state control,Colombia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,1
9648,Government of the Republic of Korea,2010,Republic of Korea: Increase of tariff-free import quota on products made in developing countries,Republic of Korea,1,0,0,NA,Tariff measures,Import tariff,Not firm specific,national,1
9654,Government of Venezuela,2010,Venezuela: Official fund to promote import substitution and export projects,Venezuela,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9658,Government of Kazakhstan,2010,Kazakhstan: Reimbursement to local producers for promotion of export products,Kazakhstan,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,national,1
9666,Japan International Cooperation Agency,2008,Japan: extended support for Japanese exports and investment in developing countries,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9681,Government of Argentina,2010,Argentina: Soft-loans program aimed at boosting private investment in strategic sectors,Argentina,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9684,Government of Argentina,2010,Argentina: Subsidies package for the development of industrial clusters,Argentina,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9688,Government of Algeria,2010,Algeria:Preferential treatment for domestic firms competing for US$286billion investment plan,Algeria,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,1
9704,Government of Costa Rica,2009,Costa Rica: The reform of free trade zone regime,Costa Rica,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9726,Government of Russia,2010,Russia: State guarantees to the Russian Corporation of Nanotechnologies on its bonds and loans,Russia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,national,1
9727,Ministry of Industry and Trade,2010,Russia: Development Strategy for trade for 2010-2015 up to 2020,Russia,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,1
9732,Government of Slovenia,2009,Slovenia: Broadband development in Slovenia,Slovenia,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9739,Government of Russia,2010,Russia: Additional allocation in export subsidies to small and medium enterprises,Russia,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,national,1
9748,Ministry of Economy and Finance,2009,Republic of Korea: Plan to promote service sectors,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,
9751,Export-Import Bank of Korea,2010,Republic of Korea: Financial assistance for Indonesian power project supplied by Korean firms,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
9752,Export-Import Bank of Korea,2010,Republic of Korea: Enhanced trade finance scheme made available to large scale plant projects,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
9753,Export-Import Bank of Korea,2010,"Republic of Korea: Special financing scheme for""Hidden National Champions""",Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
